,id,rate_unemployment,percent_college,percent_married,median_income,percent_lunch,year,state,zip_code,school_type,school_level,average_act
5835,421950000679,-0.72576268490223,-0.029915718592817605,-0.7094345419684673,0.008511114165575474,0.578678657157991,2016-2017,PA,18346,Regular School,High,18.8339438339438
304,120138001347,-0.06921613857086015,-0.9809572296206792,-2.053954705085158,-0.8289777000923697,-0.6070075622835607,2016-2017,FL,32547,Regular School,High,23.4737484737485
3717,341032001868,2.188764334866533,-0.9644214333205992,-1.126249886013719,-0.6310107035522884,0.21298183325909342,2016-2017,NJ,8332,Regular School,High,19.8595848595849
3219,290699000175,0.021774226294681863,-0.11605321768791603,-0.8002632445620381,-0.5993376445545778,-0.006693490795369397,2016-2017,MO,65020,Regular School,High,21.8
2792,261233004934,0.021481052322383627,-0.38987950448641734,0.4719656115711119,-0.17156454760646747,-0.2580356170828774,2016-2017,MI,48429,Regular School,High,19.0
5924,422382004670,-0.4948289473886501,-0.8427467370378409,0.9905478821089554,0.41864194365100293,-0.44047615973899773,2016-2017,PA,19506,Regular School,High,20.8119658119658
7966,560331000180,-1.3991758369808962,0.34339267645513116,0.2255370194621688,-0.45741079171948906,-0.45038309981855046,2016-2017,WY,82443,Regular School,High,20.0
7857,551299001713,-0.9053953263491367,-0.05882176361777746,0.12719264434566208,0.36841337040430583,-0.3828508165655945,2016-2017,WI,53960,Regular School,Other,19.3
7605,550174000212,-0.8941489375528847,-0.20739865637268143,0.40335872651087756,-0.29809073872707303,-0.6220788156426234,2016-2017,WI,53520,Regular School,High,21.3
4195,360011905704,-0.3992316002672958,2.027817830831499,1.6812398464951641,1.349655531069947,1.2778966810753278,2016-2017,NY,11211,Regular School,High,18.4920634920635
2647,260255003976,-0.37905384540205944,0.5947842871161022,0.6896438397927092,0.21316141673269665,-1.0982346254635327,2016-2017,MI,49401,Regular School,High,20.9
3629,340594002092,-0.7493028181202166,1.898064849763781,1.419909815604146,4.847681301135586,-1.7640222007585058,2016-2017,NJ,7028,Regular School,High,25.1831501831502
1714,180984001603,-0.5896345767656275,-0.5322965895752522,0.43449819083167374,-0.648777504667649,-0.7199671778886841,2016-2017,IN,47334,Regular School,High,21.2588522588523
1426,174136004151,-1.0268888396117717,-0.4857333013117985,0.8105092369642365,-0.1418010046164825,0.010650881836640196,2016-2017,IL,62895,Regular School,High,18.5
7675,550525000564,-0.26861713957966016,-0.847248443058331,0.1448649655901846,-0.3985478852204672,-0.6337365362354572,2016-2017,WI,54124,Regular School,High,19.4
5678,421419004960,-0.3508535004199574,1.3551173599541209,1.6718628116166188,2.0350472441907863,-1.5611325783681516,2016-2017,PA,19006,Regular School,High,24.0598290598291
7110,483715000429,2.3817615058507373,-1.2054440671257955,-0.9776788061866545,-0.8199697658820116,-0.21210029234971509,2016-2017,TX,78570,Regular School,High,24.8901098901099
